TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
reflection	O	O	O	O	O	O	O	O	O
has	O	O	O	O	O	O	O	O	O
induced	O	O	O	O	O	O	O	O	O
me	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
relinquish	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
project	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

To	O	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O
executed	O	O	O	O	O	O	O	O	O
it	O	O	O	O	O	O	O	O	O
on	O	O	O	O	O	O	O	O	O
any	O	O	O	O	O	O	O	O	O
considerable	O	O	O	O	O	O	O	O	O
scale	O	O	O	O	O	O	O	O	O
would	O	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O
unduly	O	O	O	O	O	O	O	O	O
burdened	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O
work	O	O	O	O	O	O	O	O	O
which	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
already	O	O	O	O	O	O	O	O	O
sufficiently	O	O	O	O	O	O	O	O	O
loaded	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

To	O	O	O	O	O	O	O	O	O
assign	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
Aldus	B-pers	O	B-pers.author	O	O	O	Q213220	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
Canter	B-pers	O	B-pers.author	O	O	O	Q3568335	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
Turnebus	B-pers	O	B-pers.author	O	O	O	Q376210	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
Camerarius	B-pers	O	B-pers.author	O	O	O	Q64361	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
H	B-pers	O	B-pers.author	O	O	O	Q664748	O	NoSpaceAfter|LED0.00
.	I-pers	O	I-pers.author	O	O	O	Q664748	O	LED0.00
Stephanus	I-pers	O	I-pers.author	O	O	O	Q664748	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
Capperonier	B-pers	O	B-pers.author	O	O	O	Q2977140	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
Vauvillers	B-pers	O	B-pers.author	O	O	O	Q3165926	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
Brunck	B-pers	O	B-pers.author	O	O	O	Q454469	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
Musgrave	B-pers	O	B-pers.author	O	O	O	Q7412249	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
Erfurdt	B-pers	O	B-pers.author	O	O	O	Q1670872	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
Hermann	B-pers	O	B-pers.author	O	O	O	Q77616	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
Elmsley	B-pers	O	B-pers.author	O	O	O	Q7173848	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
Schneidewin	B-pers	O	B-pers.author	O	O	O	Q70043	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O
host	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
names	O	O	O	O	O	O	O	O	O
only	O	O	O	O	O	O	O	O	O
less	O	O	O	O	O	O	O	O	O
distinguished	O	O	O	O	O	O	O	O	O
than	O	O	O	O	O	O	O	O	O
these	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
each	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
own	O	O	O	O	O	O	O	O	O
proper	O	O	O	O	O	O	O	O	O
share	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
merit	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
blame	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
would	O	O	O	O	O	O	O	O	O
be	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
indeed	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O
work	O	O	O	O	O	O	O	O	O
demanding	O	O	O	O	O	O	O	O	O
high	O	O	O	O	O	O	O	O	O
qualities	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
not	O	O	O	O	O	O	O	O	O
unworthy	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
any	O	O	O	O	O	O	O	O	O
scholars	O	O	O	O	O	O	O	O	O
ambition	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

But	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O
myself	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
I	O	O	O	O	O	O	O	O	O
feel	O	O	O	O	O	O	O	O	O
compelled	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
decline	O	O	O	O	O	O	O	O	O
it	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

It	O	O	O	O	O	O	O	O	O
may	O	O	O	O	O	O	O	O	O
be	O	O	O	O	O	O	O	O	O
well	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
however	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
indicate	O	O	O	O	O	O	O	O	O
once	O	O	O	O	O	O	O	O	O
more	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
outline	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
history	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
text	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Aldus	B-pers	O	B-pers.editor	O	O	O	O	O	InSecondaryReference|LED0.00
(	O	O	O	O	O	O	O	O	InSecondaryReference|NoSpaceAfter
Venice	B-loc	O	B-loc	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	InSecondaryReference
1502	B-date	O	B-date	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
)	O	O	O	O	O	O	O	O	InSecondaryReference
seems	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O
depended	O	O	O	O	O	O	O	O	O
on	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Venetian	O	O	O	O	O	O	O	O	O
MSS	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
most	O	O	O	O	O	O	O	O	O
legible	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
which	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
467	B-object	O	B-object.manuscr	O	O	O	O	O	LED0.00
(	I-object	O	I-object.manuscr	O	O	O	O	O	NoSpaceAfter|LED0.00
V3	I-object	O	I-object.manuscr	O	O	O	O	O	NoSpaceAfter|LED0.00
)	I-object	O	I-object.manuscr	O	O	O	O	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
very	O	O	O	O	O	O	O	O	O
closely	O	O	O	O	O	O	O	O	O
akin	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
Paris	B-object	O	B-object.manuscr	O	O	O	O	O	LED0.00
A	I-object	O	I-object.manuscr	O	O	O	O	O	NoSpaceAfter|LED0.00
.	I-object	O	I-object.manuscr	O	O	O	O	O	EndOfSentence|LED0.00

The	O	O	O	O	O	O	O	O	O
first	O	O	O	O	O	O	O	O	O
Juntine	O	O	O	O	O	O	O	O	O
edition	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
Florence	B-loc	O	B-loc	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	InSecondaryReference
1522	B-date	O	B-date	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	InSecondaryReference
editor	O	O	O	O	O	O	O	O	InSecondaryReference
Antonius	B-pers	O	B-pers.editor	O	O	O	O	O	InSecondaryReference|LED0.00
Francinus	I-pers	O	I-pers.editor	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
)	O	O	O	O	O	O	O	O	O
follows	O	O	O	O	O	O	O	O	O
closely	O	O	O	O	O	O	O	O	O
on	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Aldine	O	O	O	O	O	O	O	O	O
traces	O	O	O	O	O	O	O	O	NoSpaceAfter
;	O	O	O	O	O	O	O	O	O
but	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
editor	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
second	O	O	O	O	O	O	O	O	O
Juntine	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
who	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
said	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O
been	O	O	O	O	O	O	O	O	O
Victorius,	B-pers	O	B-pers.editor	O	O	O	Q784373	O	NoSpaceAfter|LED0.00
appears	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O
had	O	O	O	O	O	O	O	O	O
access	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
L	O	O	O	O	O	O	O	O	NoSpaceAfter
;	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Roman	O	O	O	O	O	O	O	O	O
edition	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Scholia	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
A	B-date	O	B-date	O	O	O	O	O	NoSpaceAfter|LED0.00
.	I-date	O	I-date	O	O	O	O	O	NoSpaceAfter|LED0.00
D	I-date	O	I-date	O	O	O	O	O	NoSpaceAfter|LED0.00
.	I-date	O	I-date	O	O	O	O	O	LED0.00
1618	I-date	O	I-date	O	O	O	O	O	NoSpaceAfter|LED0.00
)	O	O	O	O	O	O	O	O	O
was	O	O	O	O	O	O	O	O	O
taken	O	O	O	O	O	O	O	O	O
either	O	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O	O
this	O	O	O	O	O	O	O	O	O
or	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O
kindred	O	O	O	O	O	O	O	O	O
MS	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

The	O	O	O	O	O	O	O	O	O
next	O	O	O	O	O	O	O	O	O
important	O	O	O	O	O	O	O	O	O
edition	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
Turnebus	B-pers	O	B-pers.editor	O	O	O	O	O	InSecondaryReference|LED0.00
(	O	O	O	O	O	O	O	O	InSecondaryReference|NoSpaceAfter
Paris	B-loc	O	B-loc	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	InSecondaryReference
155%	B-date	O	B-date	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.50
)	O	O	O	O	O	O	O	O	InSecondaryReference|NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
memorable	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
importance	O	O	O	O	O	O	O	O	O
attributed	O	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O	O
its	O	O	O	O	O	O	O	O	O
editor	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
Paris	B-object	O	B-object.manuscr	O	O	O	O	O	LED0.00
T	I-object	O	I-object.manuscr	O	O	O	O	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Parisian	O	O	O	O	O	O	O	O	O
copy	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
recension	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
Triclinius	B-pers	O	B-pers.editor	O	O	O	Q2987520	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
Scholia	O	O	O	O	O	O	O	O	O
on	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
metres	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
etc	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

This	O	O	O	O	O	O	O	O	O
new	O	O	O	O	O	O	O	O	O
influence	O	O	O	O	O	O	O	O	O
continued	O	O	O	O	O	O	O	O	O
through	O	O	O	O	O	O	O	O	O
Stephanus	B-pers	O	B-pers.editor	O	O	O	O	O	InSecondaryReference|LED0.00
(	O	O	O	O	O	O	O	O	InSecondaryReference|NoSpaceAfter
1568	B-date	O	B-date	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
)	O	O	O	O	O	O	O	O	InSecondaryReference|NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
Canter	B-pers	O	B-pers.editor	O	O	O	O	O	InSecondaryReference|LED0.00
(	O	O	O	O	O	O	O	O	InSecondaryReference|NoSpaceAfter
1579	B-date	O	B-date	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
)	O	O	O	O	O	O	O	O	InSecondaryReference|NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
Capperonier	B-pers	O	B-pers.editor	O	O	O	Q2977140	O	LED0.00
and	O	O	O	O	O	O	O	O	O
Vauvillers	B-pers	O	B-pers.editor	O	O	O	Q3165926	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
London	O	O	O	O	O	O	O	O	O
editions	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
until	O	O	O	O	O	O	O	O	O
Brunck	B-pers	O	B-pers.editor	O	O	O	Q454469	O	LED0.00
(	O	O	O	O	O	O	O	O	NoSpaceAfter
Stras	B-loc	O	B-loc	O	O	O	Q6602	O	NoSpaceAfter|LED0.00
-	I-loc	O	I-loc	O	O	O	Q6602	O	EndOfSentence|LED0.00

# hipe2022:original_source = data/preparation/corpus/en/retokenized/cu31924087948174_0016.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = cu31924087948174_0016
# hipe2022:date = 1881-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.3
# ajmc:title = Sophocles
# ajmc:publication_place = Oxford
# ajmc:publication_date = 1881
# ajmc:page = 16
# ajmc:author = Campbell, Lewis
I	O	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O
been	O	O	O	O	O	O	O	O	O
extremely	O	O	O	O	O	O	O	O	O
sparing	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
adoption	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
conjectures	O	O	O	O	O	O	O	O	O
into	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
text	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
plays	O	O	O	O	O	O	O	O	NoSpaceAfter
;	O	O	O	O	O	O	O	O	O
but	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
editing	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Fragments	O	O	O	O	O	O	O	O	EndOfSentence

I	O	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O
been	O	O	O	O	O	O	O	O	O
less	O	O	O	O	O	O	O	O	O
severe	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Before	O	O	O	O	O	O	O	O	O
this	O	O	O	O	O	O	O	O	O
course	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
accused	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
inconsistency	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
let	O	O	O	O	O	O	O	O	O
it	O	O	O	O	O	O	O	O	O
be	O	O	O	O	O	O	O	O	O
considered	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
1	O	O	O	O	O	O	O	O	NoSpaceAfter
)	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
quotations	O	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O
specially	O	O	O	O	O	O	O	O	O
liable	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
error	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
2	O	O	O	O	O	O	O	O	NoSpaceAfter
)	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
text	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
Athenaeus	B-pers	O	B-pers.author	O	O	O	Q294923	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
other	O	O	O	O	O	O	O	O	O
writers	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
whom	O	O	O	O	O	O	O	O	O
many	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Fragments	O	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O
found	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
acknowledged	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
be	O	O	O	O	O	O	O	O	O
very	O	O	O	O	O	O	O	O	O
far	O	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O	O
certain	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
3	O	O	O	O	O	O	O	O	NoSpaceAfter
)	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
evidences	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
corruption	O	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O
frequent	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
indisputable.	O	O	O	O	O	O	O	O	NoSpaceAfter
I	O	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O
here	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
repeat	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O	O
somewhat	O	O	O	O	O	O	O	O	O
more	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
emphasis	O	O	O	O	O	O	O	O	O
than	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
first	O	O	O	O	O	O	O	O	O
edition	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
Vol	B-scope	O	B-scope	O	O	O	O	O	NoSpaceAfter|LED0.00
.	I-scope	O	I-scope	O	O	O	O	O	LED0.00
I	I-scope	O	I-scope	O	O	O	O	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
signs	O	O	O	O	O	O	O	O	O
C2	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
ΓΚ	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
C5	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
etc	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
which	O	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O
necessarily	O	O	O	O	O	O	O	O	O
retained	O	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O	O
my	O	O	O	O	O	O	O	O	O
first	O	O	O	O	O	O	O	O	O
collation	O	O	O	O	O	O	O	O	O
