TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
nymph	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
Ganges	O	O	O	O	O	O	_	_	_
<SEP>	O	O	O	O	O	O	_	_	_
Athronges	S-pers	O	B-pers.myth	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
or	O	O	O	O	O	O	_	_	_
Athrongeus	S-pers	O	B-pers.myth	O	O	O	_	_	_
(Greek	O	O	O	O	O	O	_	_	_
:	O	O	O	O	O	O	_	_	_
Αθρογγαίος	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
Athrongaíos	O	O	O	O	O	O	_	_	_
;	O	O	O	O	O	O	_	_	_
likely	O	O	O	O	O	O	_	_	_
derived	O	O	O	O	O	O	_	_	_
from	O	O	O	O	O	O	_	_	_
etrog	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
"citron	O	O	O	O	O	O	_	_	_
"	O	O	O	O	O	O	_	_	_
)	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
leader	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
Jews	O	O	O	O	O	O	_	_	_
during	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
insurrection	O	O	O	O	O	O	_	_	_
under	O	O	O	O	O	O	_	_	_
Herod	S-pers	O	B-pers.author	O	O	O	_	_	_
Archelaus	S-pers	O	B-pers.myth	O	O	O	_	_	_
<SEP>	O	O	O	O	O	O	_	_	_
The	O	O	O	O	O	O	_	_	_
Battle	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
Aous	O	O	B-pers.myth	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
fought	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
274	B-scope	O	B-scope	O	O	O	_	_	_
BC	E-scope	O	I-scope	O	O	O	_	_	_
between	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
invading	O	O	O	O	O	O	_	_	_
Epirote	O	O	O	O	O	O	_	_	_
army	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Pyrrhus	S-pers	O	B-pers.author	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Epirus	S-loc	O	B-loc	O	O	O	_	_	_
and	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
army	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Antigonus	S-pers	O	B-pers.myth	O	O	O	_	_	_
II	O	O	O	O	O	O	_	_	_
Gonatas	S-pers	O	B-pers.myth	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Macedon	S-loc	O	B-loc	O	O	O	_	_	_
near	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
Aous	O	O	O	O	O	O	_	_	_
(or	O	O	O	O	O	O	_	_	_
Aoös	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
Greek	O	O	O	O	O	O	_	_	_
Αώος	O	O	O	O	O	O	_	_	_
)	O	O	O	O	O	O	_	_	_
river	O	O	O	O	O	O	_	_	_
<SEP>	O	O	O	O	O	O	_	_	_
Alexander	S-pers	O	B-pers.myth	O	O	O	_	_	_
(Ancient	O	O	O	O	O	O	_	_	_
Greek	O	O	O	O	O	O	_	_	_
:	O	O	O	O	O	O	_	_	_
Ἀλέξανδρος	O	O	O	O	O	O	_	_	_
)	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Aetolia	S-loc	O	B-loc	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
conjunction	O	O	O	O	O	O	_	_	_
with	O	O	O	O	O	O	_	_	_
Dorymachus	S-pers	O	B-pers.myth	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
put	O	O	O	O	O	O	_	_	_
himself	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
possession	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
town	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Aegeira	S-loc	O	B-loc	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Achaea	S-loc	O	B-loc	O	O	O	_	_	_
during	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
Social	O	O	O	O	O	O	_	_	_
War	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
220	B-scope	O	B-scope	O	O	O	_	_	_
BC	E-scope	O	O	O	O	O	_	_	_
<SEP>	O	O	O	O	O	O	_	_	_
Atys	S-pers	O	B-pers.myth	O	O	O	_	_	_
(Greek	O	O	O	O	O	O	_	_	_
:	O	O	O	O	O	O	_	_	_
Ἄτυς	O	O	B-scope	O	O	O	_	_	_
)	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
son	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Croesus	O	O	O	O	O	O	_	_	_
king	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Lydia	S-loc	O	B-loc	O	O	O	_	_	_

Schon	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
alſo	O	O	O	O	O	O	_	_	_
ſcheint	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Kränkung	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Groll	O	O	O	O	O	O	_	_	_
wegen	O	O	O	O	O	O	_	_	_
dieſer	O	O	O	O	O	O	_	_	_
Kränkung	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
ſondern	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Gefühl	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
ſich	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
ſeinen	O	O	O	O	O	O	_	_	_
Feinden	O	O	O	O	O	O	_	_	_
lächerlich	O	O	O	O	O	O	_	_	_
gemacht	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Beweggrund	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Selbſtmordes	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
ſein	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_

—	O	O	O	O	O	O	_	_	_
Dramatiſch	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Stoff	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
Sophokles	S-pers	O	B-pers.author	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Äſchylos	S-pers	O	B-loc	O	O	O	_	_	_
behandelt	O	O	O	O	O	O	_	_	_
worden	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Θροῇσσαι	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
denen	O	O	O	O	O	O	_	_	_
vielleicht	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Trilogie	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Stüc>"OnJw»	O	O	O	O	O	O	_	_	_
κοίσις	O	O	O	O	O	O	_	_	_
vorherging	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Stück	O	O	O	O	O	O	_	_	_
Σαλαμίνιαι	O	O	O	O	O	O	_	_	_
folgte	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
<SEP>	O	O	O	O	O	O	_	_	_
Sophocles	S-pers	O	B-pers.author	O	O	O	_	_	_
(	O	O	O	O	O	O	_	_	_
;	O	O	O	O	O	O	_	_	_
Greek	S-pers	O	B-pers.other	O	O	O	_	_	_
:	O	O	O	O	O	O	_	_	_
Σοφοκλῆς	O	O	O	O	O	O	_	_	_
Sophoklēs	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
pronounced	O	O	O	O	O	O	_	_	_
[so	O	O	O	O	O	O	_	_	_
<SEP>	O	O	O	O	O	O	_	_	_
The	O	O	O	O	O	O	_	_	_
Oresteia	O	O	B-pers.myth	O	O	O	_	_	_
(Ancient	O	O	O	O	O	O	_	_	_
Greek	O	O	O	O	O	O	_	_	_
:	O	O	O	O	O	O	_	_	_
Ὀρέστεια	O	O	O	O	O	O	_	_	_
)	O	O	O	O	O	O	_	_	_
is	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
trilogy	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Greek	S-pers	O	B-pers.myth	O	O	O	_	_	_
tragedies	O	O	O	O	O	O	_	_	_
written	O	O	O	O	O	O	_	_	_
by	O	O	O	O	O	O	_	_	_
Aeschylus	S-pers	O	B-pers.author	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
5th	O	O	O	O	O	O	_	_	_
century	O	O	O	O	O	O	_	_	_
BC	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
concerning	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
murder	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Agamemnon	S-pers	O	B-pers.myth	O	O	O	_	_	_
by	O	O	O	O	O	O	_	_	_
Clytemnestra	S-pers	O	B-pers.myth	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
murder	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Clytemnestra	S-loc	O	B-pers.myth	O	O	O	_	_	_
by	O	O	O	O	O	O	_	_	_
Orestes	S-pers	O	B-pers.myth	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
trial	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Orestes	S-pers	O	B-pers.myth	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
end	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
curse	O	O	O	O	O	O	_	_	_
on	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
House	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Atreus	S-loc	O	B-loc	O	O	O	_	_	_
and	O	O	O	O	O	O	_	_	_
pacification	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
Erinyes	S-pers	O	B-pers.author	O	O	O	_	_	_
<SEP>	O	O	O	O	O	O	_	_	_
Asclepius	S-pers	O	B-pers.myth	O	O	O	_	_	_
is	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
sixth	O	O	O	O	O	O	_	_	_
tragedy	O	O	O	O	O	O	_	_	_
(	O	O	O	O	O	O	_	_	_
lyric	O	O	O	O	O	O	_	_	_
)	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Angelos	S-pers	O	B-pers.author	O	O	O	_	_	_
Sikelianos	S-pers	O	O	O	O	O	_	_	_
and	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
only	O	O	O	O	O	O	_	_	_
one	O	O	O	O	O	O	_	_	_
that	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
unfinished	O	O	O	O	O	O	_	_	_
<SEP>	O	O	O	O	O	O	_	_	_
Sohrab	S-pers	O	B-pers.other	O	O	O	_	_	_
and	O	O	O	O	O	O	_	_	_
Rustum	S-pers	O	B-pers.author	O	O	O	_	_	_
:	O	O	O	O	O	O	_	_	_
An	O	O	O	O	O	O	_	_	_
Episode	O	O	O	O	O	O	_	_	_
is	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
narrative	O	O	O	O	O	O	_	_	_
poem	O	O	O	O	O	O	_	_	_
with	O	O	O	O	O	O	_	_	_
strong	O	O	O	O	O	O	_	_	_
tragic	O	O	O	O	O	O	_	_	_
themes	O	O	O	O	O	O	_	_	_
first	O	O	O	O	O	O	_	_	_
published	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
1853	S-scope	O	B-scope	O	O	O	_	_	_
by	O	O	O	O	O	O	_	_	_
Matthew	S-pers	O	B-pers.author	O	O	O	_	_	_
Arnold	S-pers	O	B-pers.author	O	O	O	_	_	_
<SEP>	O	O	O	O	O	O	_	_	_
Asrael	S-pers	O	B-loc	O	O	O	_	_	_
is	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
leggenda	O	O	O	O	O	O	_	_	_
or	O	O	O	O	O	O	_	_	_
opera	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
four	O	O	O	O	O	O	_	_	_
acts	O	O	O	O	O	O	_	_	_
by	O	O	O	O	O	O	_	_	_
composer	O	O	O	O	O	O	_	_	_
Alberto	O	O	O	O	O	O	_	_	_
Franchetti	S-pers	O	O	O	O	O	_	_	_
and	O	O	O	O	O	O	_	_	_
librettist	O	O	O	O	O	O	_	_	_
Ferdinando	O	O	O	O	O	O	_	_	_
Fontana	S-pers	O	B-pers.other	O	O	O	_	_	_
<SEP>	O	O	O	O	O	O	_	_	_
Onihei	O	O	O	O	O	O	_	_	_
Hankachō	O	O	O	O	O	O	_	_	_
(鬼平犯科帳	O	O	O	O	O	O	_	_	_
)	O	O	O	O	O	O	_	_	_
is	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
series	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Japanese	O	O	O	O	O	O	_	_	_
historical	O	O	O	O	O	O	_	_	_
novels	O	O	O	O	O	O	_	_	_
written	O	O	O	O	O	O	_	_	_
by	O	O	O	O	O	O	_	_	_
Shōtarō	O	O	B-pers.other	O	O	O	_	_	_
Ikenami	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
and	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
popular	O	O	O	O	O	O	_	_	_
stories	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
jidaigeki	O	O	O	O	O	O	_	_	_
based	O	O	O	O	O	O	_	_	_
on	O	O	O	O	O	O	_	_	_
it	O	O	O	O	O	O	_	_	_
<SEP>	O	O	O	O	O	O	_	_	_
Amphiaraus	S-pers	O	B-loc	O	O	O	_	_	_
(Ancient	O	O	O	O	O	O	_	_	_
Greek	O	O	O	O	O	O	_	_	_
:	O	O	O	O	O	O	_	_	_
Ἀμφιάραος	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
Amphiaraos	O	O	B-pers.myth	O	O	O	_	_	_
)	O	O	O	O	O	O	_	_	_
is	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
lost	O	O	O	O	O	O	_	_	_
Greek	O	O	O	O	O	O	_	_	_
play	O	O	O	O	O	O	_	_	_
by	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
Athenian	S-pers	O	B-pers.author	O	O	O	_	_	_
poet	O	O	O	O	O	O	_	_	_
Sophocles	S-pers	O	B-pers.author	O	O	O	_	_	_
<SEP>	O	O	O	O	O	O	_	_	_
Tsar	O	O	O	O	O	O	_	_	_
Fyodor	O	O	O	O	O	O	_	_	_
Ioannovich	O	O	O	O	O	O	_	_	_
(Russian	O	O	O	O	O	O	_	_	_
:	O	O	O	O	O	O	_	_	_
Царь	O	O	O	O	O	O	_	_	_
Фёдор	O	O	O	O	O	O	_	_	_
Иоаннович	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
old	O	O	O	O	O	O	_	_	_
orthography	O	O	O	O	O	O	_	_	_
:	O	O	O	O	O	O	_	_	_
Царь	O	O	O	O	O	O	_	_	_
Ѳедоръ	O	O	O	O	O	O	_	_	_
Іоанновичъ	O	O	O	O	O	O	_	_	_
)	O	O	O	O	O	O	_	_	_
is	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
1868	O	O	O	O	O	O	_	_	_
historical	O	O	O	O	O	O	_	_	_
drama	O	O	O	O	O	O	_	_	_
by	O	O	O	O	O	O	_	_	_
Aleksey	S-pers	O	B-pers.author	O	O	O	_	_	_
Konstantinovich	O	O	O	O	O	O	_	_	_
Tolstoy	S-pers	O	B-pers.author	O	O	O	_	_	_
<SEP>	O	O	O	O	O	O	_	_	_
Sophocles	S-pers	O	B-pers.author	O	O	O	_	_	_
'	O	O	O	O	O	O	_	_	_
Ajax	S-pers	O	B-pers.myth	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
or	O	O	O	O	O	O	_	_	_
Aias	S-pers	O	B-pers.myth	O	O	O	_	_	_
(	O	O	O	O	O	O	_	_	_
or	O	O	O	O	O	O	_	_	_
;	O	O	O	O	O	O	_	_	_
Ancient	O	O	O	O	O	O	_	_	_
Greek	O	O	O	O	O	O	_	_	_
:	O	O	O	O	O	O	_	_	_
Αἴας	O	O	O	O	O	O	_	_	_
[a͜í	O	O	O	O	O	O	_	_	_
<SEP>	O	O	O	O	O	O	_	_	_
The	O	O	O	O	O	O	_	_	_
Book	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
Sothis	S-pers	O	B-loc	O	O	O	_	_	_
is	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
document	O	O	O	O	O	O	_	_	_
known	O	O	O	O	O	O	_	_	_
mainly	O	O	O	O	O	O	_	_	_
by	O	O	O	O	O	O	_	_	_
transmission	O	O	O	O	O	O	_	_	_
by	O	O	O	O	O	O	_	_	_
George	O	O	O	O	O	O	_	_	_
Syncellus	O	O	O	O	O	O	_	_	_
(died	O	O	O	O	O	O	_	_	_
after	O	O	O	O	O	O	_	_	_
AD	B-scope	O	O	O	O	O	_	_	_
810	E-scope	O	I-scope	O	O	O	_	_	_
)	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
purporting	O	O	O	O	O	O	_	_	_
to	O	O	O	O	O	O	_	_	_
have	O	O	O	O	O	O	_	_	_
been	O	O	O	O	O	O	_	_	_
written	O	O	O	O	O	O	_	_	_
by	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
