TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
ihn	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
immer	O	O	O	O	O	O	O	O	O
grössere	O	O	O	O	O	O	O	O	O
Raserei	O	O	O	O	O	O	O	O	O
versetzte	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Die	O	O	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O	O	O
Odysseus	B-pers	O	B-pers.myth	O	O	O	Q47231	O	LED0.00
104	B-scope	O	B-scope	O	O	O	O	O	LED0.00
ff	I-scope	O	I-scope	O	O	O	O	O	NoSpaceAfter|LED0.00
.	I-scope	O	I-scope	O	O	O	O	O	LED0.00
zugedachte	O	O	O	O	O	O	O	O	NoSpaceAfter
Peinigung	O	O	O	O	O	O	O	O	O
wird	O	O	O	O	O	O	O	O	O
nicht	O	O	O	O	O	O	O	O	O
ausgeführt,	O	O	O	O	O	O	O	O	NoSpaceAfter
da	O	O	O	O	O	O	O	O	O
Aias	B-pers	O	B-pers.myth	O	O	O	Q172725	O	LED0.00
nach	O	O	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O	O	O
Unterredung	O	O	O	O	O	O	O	O	NoSpaceAfter
mit	O	O	O	O	O	O	O	O	O
Athene	B-pers	O	B-pers.myth	O	O	O	Q37122	O	LED0.00
zur	O	O	O	O	O	O	O	O	O
Besinnung	O	O	O	O	O	O	O	O	O
zurückkehrt	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

238	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
γλῶσσαν	O	O	O	O	O	O	O	O	O
ἄκραν	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
Homers	B-pers	O	B-pers.author	O	O	O	Q6691	O	NoSpaceAfter|LED0.00
πρύμνην	O	O	O	O	O	O	O	O	O
γλῶσσαν	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
extremo	O	O	O	O	O	O	O	O	O
palato	O	O	O	O	O	O	O	O	O
tenus	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
vgl	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Phil	B-work	O	B-work.primlit	O	O	O	Q1415903	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	O	I-work.primlit	O	O	O	Q1415903	O	InPrimaryReference|LED0.00
737	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|LED0.00
ἄκρον	O	O	O	O	O	O	O	O	O
πόδα	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

240	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Vgl	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O	O	O
108	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	O	O	O	O	O	O	O	EndOfSentence

241	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Sebol	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
δϑιπλώσας	O	O	O	O	O	O	O	O	O
τὸν	O	O	O	O	O	O	O	O	O
χαλιvor	O	O	O	O	O	O	O	O	NoSpaceAfter
παίει	O	O	O	O	O	O	O	O	O
τὸν	O	O	O	O	O	O	O	O	O
κριὸν	O	O	O	O	O	O	O	O	O
ὡς	O	O	O	O	O	O	O	O	O
ὀξυφώνῳ	O	O	O	O	O	O	O	O	O
μάστιγι	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Vgl	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O	O	O
Ὁ	B-work	O	B-work.primlit	O	O	O	Q148643	O	InPrimaryReference|NoSpaceAfter|LED0.20
.	I-work	O	I-work.primlit	O	O	O	Q148643	O	InPrimaryReference|LED0.20
R	I-work	O	I-work.primlit	O	O	O	Q148643	O	InPrimaryReference|NoSpaceAfter|LED0.20
.	I-work	O	I-work.primlit	O	O	O	Q148643	O	InPrimaryReference|LED0.20
809	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	O	O	O	O	O	O	O	EndOfSentence

243	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Tekmessa	B-pers	O	B-pers.myth	O	O	O	Q10796858	O	LED0.00
sieht	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
Aias	B-pers	O	B-pers.myth	O	O	O	Q172725	O	NoSpaceAfter|LED0.00
'	O	O	O	O	O	O	O	O	O
Beginnen	O	O	O	O	O	O	O	O	NoSpaceAfter
eine	O	O	O	O	O	O	O	O	O
ϑεία	O	O	O	O	O	O	O	O	O
νόσος	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
wie	O	O	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O	O	O
Chor	O	O	O	O	O	O	O	O	O
186	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	O	O	O	O	O	O	O	EndOfSentence

Im	O	O	O	O	O	O	O	O	O
0	B-work	O	B-work.primlit	O	O	O	Q148643	O	InPrimaryReference|NoSpaceAfter|LED0.20
.	I-work	O	I-work.primlit	O	O	O	Q148643	O	InPrimaryReference|LED0.20
R	I-work	O	I-work.primlit	O	O	O	Q148643	O	InPrimaryReference|NoSpaceAfter|LED0.20
.	I-work	O	I-work.primlit	O	O	O	Q148643	O	InPrimaryReference|LED0.20
1258	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|LED0.00
sucht	O	O	O	O	O	O	O	O	O
Oedipus	B-pers	O	B-pers.myth	O	O	O	Q130890	O	LED0.00
die	O	O	O	O	O	O	O	O	O
lokaste	B-pers	O	B-pers.myth	O	O	O	Q131445	O	LED0.00
und	O	O	O	O	O	O	O	O	O
λυσσῶντι	O	O	O	O	O	O	O	O	O
δαιμόνων	O	O	O	O	O	O	O	O	O
δείχνυσί	O	O	O	O	O	O	O	O	O
τις	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
οὐδεὶς	O	O	O	O	O	O	O	O	O
γὰρ	O	O	O	O	O	O	O	O	O
ἂν	O	O	O	O	O	O	O	O	O
οῶν	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Aesch	B-pers	O	B-pers.author	O	O	O	Q40939	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-pers	O	I-pers.author	O	O	O	Q40939	O	InPrimaryReference|LED0.00
Ag	B-work	O	B-work.primlit	O	O	O	Q3320792	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	O	I-work.primlit	O	O	O	Q3320792	O	InPrimaryReference|LED0.00
661	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|LED0.00
n	O	O	O	O	O	O	O	O	O
τοί	O	O	O	O	O	O	O	O	O
τις	O	O	O	O	O	O	O	O	O
ἐξέκλεψεν	O	O	O	O	O	O	O	O	O
ἢ	O	O	O	O	O	O	O	O	O
᾿ξητήσατο	O	O	O	O	O	O	O	O	O
Θεός	O	O	O	O	O	O	O	O	O
τις	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
οὐκ	O	O	O	O	O	O	O	O	O
ἄνϑρωπος	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Vgl	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
El	B-work	O	B-work.primlit	O	O	O	Q733444	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	O	I-work.primlit	O	O	O	Q733444	O	InPrimaryReference|LED0.00
199	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	O	O	O	O	O	O	O	EndOfSentence

246	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Homer	B-pers	O	B-pers.author	O	O	O	Q6691	O	InPrimaryReference|LED0.00
Od	B-work	O	B-work.primlit	O	O	O	Q35160	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	O	I-work.primlit	O	O	O	Q35160	O	InPrimaryReference|LED0.00
8	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
92	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
:	O	O	O	O	O	O	O	O	O
ἂψ	O	O	O	O	O	O	O	O	O
’	O	O	O	O	O	O	O	O	NoSpaceAfter
’Odvσεὺς	O	O	O	O	O	O	O	O	NoSpaceAfter
κατὰ	O	O	O	O	O	O	O	O	O
κρᾶτα	O	O	O	O	O	O	O	O	O
καλυψάμενος	O	O	O	O	O	O	O	O	NoSpaceAfter
γοάασχεν	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Bei	O	O	O	O	O	O	O	O	O
grossem	O	O	O	O	O	O	O	O	O
Leid	O	O	O	O	O	O	O	O	O
wie	O	O	O	O	O	O	O	O	O
bei	O	O	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O	O	O
Annäherung	O	O	O	O	O	O	O	O	O
des	O	O	O	O	O	O	O	O	O
Todes	O	O	O	O	O	O	O	O	O
pflegten	O	O	O	O	O	O	O	O	O
sich	O	O	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O	O	O
Alten	O	O	O	O	O	O	O	O	O
den	O	O	O	O	O	O	O	O	O
Kopf	O	O	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O	O	O
verhüllen	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
ἐγκαλύψασϑαι	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
caput	O	O	O	O	O	O	O	O	O
obvolvere	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
operire	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
velare	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
wie	O	O	O	O	O	O	O	O	O
Sokrates	B-pers	O	B-pers.other	O	O	O	Q913	O	NoSpaceAfter|LED0.00
bei	O	O	O	O	O	O	O	O	O
Plato	B-pers	O	B-pers.author	O	O	O	Q859	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
Kyros	B-pers	O	B-pers.other	O	O	O	Q295225	O	LED0.00
Xen	B-pers	O	B-pers.author	O	O	O	Q20102260	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-pers	O	I-pers.author	O	O	O	Q20102260	O	InPrimaryReference|LED0.00
Gyr	B-work	O	B-work.primlit	O	O	O	Q1145374	O	InPrimaryReference|NoSpaceAfter|LED0.25
.	I-work	O	I-work.primlit	O	O	O	Q1145374	O	InPrimaryReference|LED0.25
8	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|LED0.00
7	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
28	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	O	O	O	O	O	O	O	O
Vgl	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Liv	B-pers	O	B-pers.author	O	O	O	Q193058	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-pers	O	I-pers.author	O	O	O	Q193058	O	InPrimaryReference|LED0.00
4	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|LED0.00
12	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|LED0.00
und	O	O	O	O	O	O	O	O	O
Horat	B-pers	O	B-pers.author	O	O	O	Q6197	O	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-pers	O	I-pers.author	O	O	O	Q6197	O	InPrimaryReference|LED0.00
Sat	B-work	O	B-work.primlit	O	O	O	Q1226154	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	O	I-work.primlit	O	O	O	Q1226154	O	InPrimaryReference|LED0.00
2	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|LED0.00
3	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|LED0.00
37	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	O	O	O	O	O	O	O	O	EndOfSentence

249	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Jetzt	O	O	O	O	O	O	O	O	O
ist	O	O	O	O	O	O	O	O	O
es	O	O	O	O	O	O	O	O	O
Zeit	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
Laur	B-object	O	B-object.manuscr	O	O	O	O	O	NoSpaceAfter|LED0.00
.	I-object	O	I-object.manuscr	O	O	O	O	O	LED0.00
A	I-object	O	I-object.manuscr	O	O	O	O	O	LED0.00
ἤδη	O	O	O	O	O	O	O	O	O
τοι	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
ἃ	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
ἢ	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
ἥτοι	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
aut	O	O	O	O	O	O	O	O	O
—	O	O	O	O	O	O	O	O	O
auf	O	O	O	O	O	O	O	O	NoSpaceAfter
)	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
dass	O	O	O	O	O	O	O	O	O
man	O	O	O	O	O	O	O	O	O
entweder	O	O	O	O	O	O	O	O	O
schleunigst	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
77	O	O	O	O	O	O	O	O	O
ὁ	O	O	O	O	O	O	O	O	NoSpaceAfter
-	O	O	O	O	O	O	O	O	O
ὁdoiv,	O	O	O	O	O	O	O	O	NoSpaceAfter
zu	O	O	O	O	O	O	O	O	O
Ant	B-work	O	B-work.primlit	O	O	O	Q241077	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	O	I-work.primlit	O	O	O	Q241077	O	InPrimaryReference|LED0.00
855	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
)	O	O	O	O	O	O	O	O	O
davonläuft	O	O	O	O	O	O	O	O	O
oder	O	O	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O	O	O
Schiffe	O	O	O	O	O	O	O	O	O
geht	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Der	O	O	O	O	O	O	O	O	O
Chor	O	O	O	O	O	O	O	O	O
konnte	O	O	O	O	O	O	O	O	O
einfacher	O	O	O	O	O	O	O	O	O
sagen	O	O	O	O	O	O	O	O	NoSpaceAfter
:	O	O	O	O	O	O	O	O	O
ϑοὰν	O	O	O	O	O	O	O	O	O
εἰρεσίαν	O	O	O	O	O	O	O	O	O
ναὶ	O	O	O	O	O	O	O	O	O
μεϑεῖναι	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
rasches	O	O	O	O	O	O	O	O	O
Rudern	O	O	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O	O	O
Schiffe	O	O	O	O	O	O	O	O	O
freigeben	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
insofern	O	O	O	O	O	O	O	O	NoSpaceAfter
dichterisch	O	O	O	O	O	O	O	O	O
den	O	O	O	O	O	O	O	O	O
unthätig	O	O	O	O	O	O	O	O	O
rastenden	O	O	O	O	O	O	O	O	NoSpaceAfter
Schiffen	O	O	O	O	O	O	O	O	O
Lust	O	O	O	O	O	O	O	O	O
beigelegt	O	O	O	O	O	O	O	O	O
wird	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
ihre	O	O	O	O	O	O	O	O	O
Ruder	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
Bewegung	O	O	O	O	O	O	O	O	O
gesetzt	O	O	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O	O	O
sehen	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
ähnlich	O	O	O	O	O	O	O	O	O
vela	O	O	O	O	O	O	O	O	O
daro	O	O	O	O	O	O	O	O	O
rali	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
τῷ	O	O	O	O	O	O	O	O	O
αλινῷ	O	O	O	O	O	O	O	O	O
ἐφιέναι	O	O	O	O	O	O	O	O	O
τὸν	O	O	O	O	O	O	O	O	O
ἵππον	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O	O	O
bei	O	O	O	O	O	O	O	O	O
Plautus	B-pers	O	B-pers.author	O	O	O	Q47160	O	InPrimaryReference|LED0.00
Mil	B-work	O	B-work.primlit	O	O	O	Q1230918	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	O	I-work.primlit	O	O	O	Q1230918	O	InPrimaryReference|LED0.00
Glor	I-work	O	I-work.primlit	O	O	O	Q1230918	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	O	I-work.primlit	O	O	O	Q1230918	O	InPrimaryReference|LED0.00
1	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|LED0.00
1	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
5	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|LED0.00
muss	O	O	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O	O	O
machaera	O	O	O	O	O	O	O	O	O
getröstet	O	O	O	O	O	O	O	O	O
werden	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
dass	O	O	O	O	O	O	O	O	O
sie	O	O	O	O	O	O	O	O	O
lange	O	O	O	O	O	O	O	O	O
feriata	O	O	O	O	O	O	O	O	O
gestilatur	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Weil	O	O	O	O	O	O	O	O	O
aber	O	O	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O	O	O
ποδοῖν	O	O	O	O	O	O	O	O	O
χλ	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
ἀρ	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
das	O	O	O	O	O	O	O	O	O
Absegeln	O	O	O	O	O	O	O	O	NoSpaceAfter
entgegengesetzt	O	O	O	O	O	O	O	O	O
werden	O	O	O	O	O	O	O	O	O
soll	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
tritt	O	O	O	O	O	O	O	O	O
ἑζόμενον	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
die	O	O	O	O	O	O	O	O	O
Ruderbänke	O	O	O	O	O	O	O	O	NoSpaceAfter
besetzend	O	O	O	O	O	O	O	O	NoSpaceAfter
)	O	O	O	O	O	O	O	O	O
hinzu	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
welchem	O	O	O	O	O	O	O	O	NoSpaceAfter
sich	O	O	O	O	O	O	O	O	O
900»	O	O	O	O	O	O	O	O	O
eig	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
ζυγόν	O	O	O	O	O	O	O	O	O
verbindet,	O	O	O	O	O	O	O	O	NoSpaceAfter
woraus	O	O	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O	O	O
να	O	O	O	O	O	O	O	O	O
ued	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
nur	O	O	O	O	O	O	O	O	O
εἰρεσίαν	O	O	O	O	O	O	O	O	NoSpaceAfter
zu	O	O	O	O	O	O	O	O	O
denken	O	O	O	O	O	O	O	O	O
ist	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

# hipe2022:original_source = data/preparation/corpus/de/retokenized/sophokle1v3soph_0074.xmi
# hipe2022:license = CC-BY
# hipe2022:language = de
# hipe2022:document_type = commentary
# hipe2022:document_id = sophokle1v3soph_0074
# hipe2022:date = 1853-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.3
# ajmc:title = Sophokles, erklärt
# ajmc:publication_place = Leipzig
# ajmc:publication_date = 1853
# ajmc:page = 74
# ajmc:author = Schneidewin, Friedrich Wilhelm
ist	O	O	O	O	O	O	O	O	O
auf	O	O	O	O	O	O	O	O	O
den	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
γένος	O	O	O	O	O	O	O	O	O
liegenden	O	O	O	O	O	O	O	O	O
Begriff	O	O	O	O	O	O	O	O	NoSpaceAfter
ἀνήρ	O	O	O	O	O	O	O	O	O
bezogen	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

360	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Die	O	O	O	O	O	O	O	O	O
Häschrr	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
ποιμένων	O	O	O	O	O	O	O	O	O
ἐπαρχέσοντ᾽	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Allein	O	O	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O	O	O
Genitiv	O	O	O	O	O	O	O	O	O
ist	O	O	O	O	O	O	O	O	O
nicht	O	O	O	O	O	O	O	O	O
wohl	O	O	O	O	O	O	O	O	O
mit	O	O	O	O	O	O	O	O	O
&rzegx	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O	O	O
vereinigen	O	O	O	O	O	O	O	O	NoSpaceAfter
und	O	O	O	O	O	O	O	O	O
Aias	B-pers	O	B-pers.myth	O	O	O	Q172725	O	LED0.00
kann	O	O	O	O	O	O	O	O	O
jetzt	O	O	O	O	O	O	O	O	O
am	O	O	O	O	O	O	O	O	O
wenigsten	O	O	O	O	O	O	O	O	O
sich	O	O	O	O	O	O	O	O	O
als	O	O	O	O	O	O	O	O	O
ποιμὴν	O	O	O	O	O	O	O	O	O
λαῶν	O	O	O	O	O	O	O	O	O
bezeichnen	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Daher	O	O	O	O	O	O	O	O	O
habe	O	O	O	O	O	O	O	O	O
ich	O	O	O	O	O	O	O	O	O
statt	O	O	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O	O	O
‚	O	O	O	O	O	O	O	O	NoSpaceAfter
Conjeetur	O	O	O	O	O	O	O	O	O
